D�tail des appels

Compte factur�;Num�ro d'appel;Nom de l'abonn�;N� Facture;Date de facture;N� abonn�;Date;Heure;Num�ro appel�/service;Dur�e/volume r�el;Dur�e/volume factur�;Type ;Montant EUR HT
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;18:12:15;33612311520;00:00:08;00:00:08;appel de mobile Orange vers autre mobile;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;17:15:02;33603992851;00:00:40;00:00:40;appel vers SFR;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;17:14:48;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;17:14:47;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;16:50:59;orange;81.0;81.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;15:46:27;33686820313;00:02:57;00:02:57;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;14:53:17;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;14:53:15;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;14:32:22;33427240113;00:07:03;00:07:03;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;13:43:25;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;13:43:22;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;12:28:39;33786430868;00:00:12;00:00:12;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;12:27:51;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;12:27:50;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;12:09:47;orange;4.0;4.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;11:06:38;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;11:06:36;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;10:33:53;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;10:07:14;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;09:56:02;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;09:56:01;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;08:44:33;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;08:44:32;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;08:37:32;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;08:22:51;33632648325;00:14:03;00:14:03;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;08:14:44;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;08:14:07;orange;118.0;118.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;26/10/2012;05:37:58;orange;16.0;16.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;21:03:15;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;21:03:13;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;20:04:38;33615608019;00:00:26;00:00:26;appel vers SFR;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;19:24:47;33627675488;00:03:47;00:03:47;appel vers SFR;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;19:21:17;33627675488;00:00:04;00:00:04;appel vers SFR;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;19:20:22;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;19:20:20;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;17:49:17;orange;1.0;1.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;17:49:14;orange;4.0;4.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;16:37:02;33427240113;00:00:57;00:00:57;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;16:01:21;33427240113;00:01:06;00:01:06;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;15:56:16;33607147513;00:00:39;00:00:39;appel de mobile Orange � mobile Orange;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;15:09:09;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;15:09:08;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;14:04:02;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;14:04:00;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;13:29:27;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;13:09:13;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;13:01:40;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;13:01:38;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;11:54:54;orange;6.0;6.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;11:00:15;33685323475;00:05:22;00:05:22;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;10:14:44;33427240113;00:12:27;00:12:27;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;10:14:33;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;10:14:32;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;09:21:49;33475781339;00:00:02;00:00:02;appel �mis depuis la m�tropole vers fixe;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;08:48:16;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;08:48:15;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;07:47:55;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;25/10/2012;07:47:53;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;23:53:22;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;23:25:24;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;22:08:28;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;22:08:26;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;20:09:08;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;20:09:06;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;17:25:37;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;17:25:35;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;16:01:38;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;16:01:35;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;14:31:12;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;14:31:10;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;13:09:07;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;12:57:07;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;12:57:05;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;11:54:05;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;11:54:03;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;10:53:36;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;10:53:35;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;09:56:57;33661591625;00:04:49;00:04:49;appel de mobile Orange � mobile Orange;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;09:52:00;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;24/10/2012;09:51:59;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;20:46:22;orange;4.0;4.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;20:43:59;orange;2100.0;2100.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;20:43:57;navigtvvi;31.0;31.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;20:32:28;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;20:07:47;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;20:07:46;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;18:39:15;33619903097;00:02:59;00:02:59;appel vers SFR;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;18:38:18;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;18:38:17;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;17:23:51;orange;1.0;1.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;17:23:48;orange;2.0;2.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;15:43:53;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;15:43:52;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;14:42:52;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;14:42:51;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;13:08:55;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;13:08:53;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;12:07:26;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;12:07:24;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;11:31:11;33427240122;00:00:12;00:00:12;appel �mis depuis la m�tropole vers fixe;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;10:55:45;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;10:55:44;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;09:54:16;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;09:14:23;orange;680.0;680.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;08:50:04;orange;1.0;1.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;08:49:19;orange;4.0;4.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;08:29:38;33632648325;00:19:05;00:19:05;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;08:29:20;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;07:24:01;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;23/10/2012;07:24:00;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;19:07:44;orange;79.0;79.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;18:52:06;33619903097;00:02:48;00:02:48;appel vers SFR;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;17:47:08;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;17:43:24;orange;12.0;12.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;16:46:57;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;16:46:53;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;14:59:45;33685323474;00:01:03;00:01:03;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;14:55:02;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;14:54:50;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;13:28:38;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;13:28:36;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;11:45:02;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;11:45:01;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;10:22:23;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;09:48:45;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;09:48:40;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;08:42:07;orange;1.0;1.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;08:42:06;orange;2.0;2.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;07:59:53;33629613919;00:00:07;00:00:07;appel vers SFR;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;07:41:40;orange;2.0;2.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;07:25:59;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;22/10/2012;07:25:57;orange;4.0;4.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;21/10/2012;14:59:49;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;21/10/2012;14:59:47;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;21/10/2012;11:50:07;orange;643.0;643.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;21/10/2012;11:49:58;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;21/10/2012;11:49:46;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;20/10/2012;14:27:12;33669147348;00:01:30;00:01:30;appel vers Bouygues Tel.;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;20/10/2012;14:26:38;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;20/10/2012;14:26:36;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;20/10/2012;12:42:57;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;20/10/2012;12:42:56;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;19:56:49;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;19:56:48;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;18:39:11;33669147348;00:07:36;00:07:36;appel vers Bouygues Tel.;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;18:37:49;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;18:37:47;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;17:23:39;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;17:22:50;orange;11.0;11.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;17:22:45;navigtvvi;153.0;153.0;connexion 3G/3G+;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;17:22:43;orange;121.0;121.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;17:12:56;33632648325;00:00:54;00:00:54;appels internes;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;17:11:39;orange;7.0;7.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;16:47:41;orange;1.0;1.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;16:41:05;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;15:40:51;orange;2.0;2.0;connexion 3G;0.0
30703328;0607021672;jean dupont;60250980;31/10/2012;22160509;19/10/2012;15:34:39;orange;1.0;1.0;connexion 3G;0.0
